KEY,Model,SEED,Time,activations,batch_sizes,effective_nvar,first_hidden_layer,hidden_size,method_var_sel,n_layers,nb_epochs,nvar,optimizers,training_accuracy,validation_accuracy
NEURAL_NETWORK_LR_ACCURACY_50_741,NEURAL_NETWORK,741,2018-09-04 17:47:14.241339,relu,5000,50,20,5,LR_ACCURACY,4,200,50,adam,0.8142447169322061,0.8121726566732888
NEURAL_NETWORK_LR_ACCURACY_50_741,NEURAL_NETWORK,741,2018-09-04 17:47:14.241339,relu,5000,50,20,20,LR_ACCURACY,4,200,50,adam,0.8142447169322061,0.8121726566732888
NEURAL_NETWORK_LR_ACCURACY_50_741,NEURAL_NETWORK,741,2018-09-04 17:47:14.241339,relu,250,50,20,2,LR_ACCURACY,10,200,50,adam,0.8142447169322061,0.8121726566732888
NEURAL_NETWORK_LR_ACCURACY_50_741,NEURAL_NETWORK,741,2018-09-04 17:47:14.241339,relu,250,50,20,5,LR_ACCURACY,10,200,50,adam,0.8142447169322061,0.8121726566732888
NEURAL_NETWORK_LR_ACCURACY_50_741,NEURAL_NETWORK,741,2018-09-04 17:47:14.241339,relu,250,50,20,20,LR_ACCURACY,10,200,50,adam,0.8162114431358225,0.8141592920353983
NEURAL_NETWORK_LR_ACCURACY_50_741,NEURAL_NETWORK,741,2018-09-04 17:47:14.241339,relu,5000,50,20,2,LR_ACCURACY,10,200,50,adam,0.8162114431358225,0.8141592920353983
NEURAL_NETWORK_LR_ACCURACY_50_741,NEURAL_NETWORK,741,2018-09-04 17:47:14.241339,relu,5000,50,20,5,LR_ACCURACY,10,200,50,adam,0.8162114431358225,0.8141592920353983
NEURAL_NETWORK_LR_ACCURACY_50_741,NEURAL_NETWORK,741,2018-09-04 17:47:14.241339,relu,5000,50,20,20,LR_ACCURACY,10,200,50,adam,0.8162114431358225,0.8141592920353983
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,5,2,INFORMATION_GAIN,1,200,30,adam,0.6252985209428166,0.6219974715549936
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,5,5,INFORMATION_GAIN,1,200,30,adam,0.6252985209428166,0.6219974715549936
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,5,20,INFORMATION_GAIN,1,200,30,adam,0.6252985209428166,0.6219974715549936
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,5,2,INFORMATION_GAIN,1,200,30,adam,0.6252985209428166,0.6219974715549936
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,5,5,INFORMATION_GAIN,1,200,30,adam,0.6252985209428166,0.6219974715549936
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,5,20,INFORMATION_GAIN,1,200,30,adam,0.6252985209428166,0.6219974715549936
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,5,2,INFORMATION_GAIN,4,200,30,adam,0.6279074434578178,0.6236229004876287
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,5,5,INFORMATION_GAIN,4,200,30,adam,0.6307170523201271,0.6239841069171032
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,5,20,INFORMATION_GAIN,4,200,30,adam,0.6419956250400211,0.6274155679971104
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,5,2,INFORMATION_GAIN,4,200,30,adam,0.6419956250400211,0.6274155679971104
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,5,5,INFORMATION_GAIN,4,200,30,adam,0.6419956250400211,0.6274155679971104
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,5,20,INFORMATION_GAIN,4,200,30,adam,0.6419956250400211,0.6274155679971104
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,5,2,INFORMATION_GAIN,10,200,30,adam,0.6419956250400211,0.6274155679971104
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,5,5,INFORMATION_GAIN,10,200,30,adam,0.6419956250400211,0.6274155679971104
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,5,20,INFORMATION_GAIN,10,200,30,adam,0.6429388508723677,0.627957377641322
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,5,2,INFORMATION_GAIN,10,200,30,adam,0.6429388508723677,0.627957377641322
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,5,5,INFORMATION_GAIN,10,200,30,adam,0.6429388508723677,0.627957377641322
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,5,20,INFORMATION_GAIN,10,200,30,adam,0.6429388508723677,0.627957377641322
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,20,2,INFORMATION_GAIN,1,200,30,adam,0.6469325091825966,0.6380711576666065
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,20,5,INFORMATION_GAIN,1,200,30,adam,0.6469325091825966,0.6380711576666065
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,20,20,INFORMATION_GAIN,1,200,30,adam,0.6469325091825966,0.6380711576666065
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,20,2,INFORMATION_GAIN,1,200,30,adam,0.6469325091825966,0.6380711576666065
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,20,5,INFORMATION_GAIN,1,200,30,adam,0.6469325091825966,0.6380711576666065
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,20,20,INFORMATION_GAIN,1,200,30,adam,0.6469325091825966,0.6380711576666065
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,20,2,INFORMATION_GAIN,4,200,30,adam,0.6469325091825966,0.6380711576666065
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,20,5,INFORMATION_GAIN,4,200,30,adam,0.6489393726556745,0.6377099512371321
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,20,20,INFORMATION_GAIN,4,200,30,adam,0.6583716309791408,0.6433086508939859
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,20,2,INFORMATION_GAIN,4,200,30,adam,0.6583716309791408,0.6433086508939859
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,20,5,INFORMATION_GAIN,4,200,30,adam,0.6583716309791408,0.6433086508939859
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,20,20,INFORMATION_GAIN,4,200,30,adam,0.6583716309791408,0.6433086508939859
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,20,2,INFORMATION_GAIN,10,200,30,adam,0.6583716309791408,0.6433086508939859
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,20,5,INFORMATION_GAIN,10,200,30,adam,0.6583716309791408,0.6433086508939859
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,250,30,20,20,INFORMATION_GAIN,10,200,30,adam,0.6616026811707962,0.6234422972728915
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,20,2,INFORMATION_GAIN,10,200,30,adam,0.6616026811707962,0.6234422972728915
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,20,5,INFORMATION_GAIN,10,200,30,adam,0.6616026811707962,0.6234422972728915
NEURAL_NETWORK_INFORMATION_GAIN_30_741,NEURAL_NETWORK,741,2018-09-05 14:38:34.446416,relu,5000,30,20,20,INFORMATION_GAIN,10,200,30,adam,0.6616026811707962,0.6234422972728915
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,4,2,LASSO,1,100,26,adam,0.7187581528852518,0.7274697489615315
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,4,5,LASSO,1,100,26,adam,0.7187581528852518,0.7274697489615315
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,4,20,LASSO,1,100,26,adam,0.7187581528852518,0.7274697489615315
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,4,2,LASSO,4,100,26,adam,0.7187581528852518,0.7274697489615315
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,4,5,LASSO,4,100,26,adam,0.7292139115781935,0.7316236229004877
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,4,20,LASSO,4,100,26,adam,0.7292139115781935,0.7316236229004877
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,4,2,LASSO,10,100,26,adam,0.7292139115781935,0.7316236229004877
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,4,5,LASSO,10,100,26,adam,0.7292139115781935,0.7316236229004877
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,4,20,LASSO,10,100,26,adam,0.7292139115781935,0.7316236229004877
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,10,2,LASSO,1,100,26,adam,0.7292139115781935,0.7316236229004877
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,10,5,LASSO,1,100,26,adam,0.7292139115781935,0.7316236229004877
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,10,20,LASSO,1,100,26,adam,0.7292139115781935,0.7316236229004877
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,10,2,LASSO,4,100,26,adam,0.7292139115781935,0.7316236229004877
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,10,5,LASSO,4,100,26,adam,0.7292139115781935,0.7316236229004877
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,10,20,LASSO,4,100,26,adam,0.730979951434502,0.7354162904099693
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,10,2,LASSO,10,100,26,adam,0.730979951434502,0.7354162904099693
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,10,5,LASSO,10,100,26,adam,0.730979951434502,0.7354162904099693
NEURAL_NETWORK_LASSO_26_741,NEURAL_NETWORK,741,2018-09-05 16:05:39.675235,relu,250,26,10,20,LASSO,10,100,26,adam,0.730979951434502,0.7354162904099693
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,4,2,LASSO,1,100,31,adam,0.7884163840339923,0.7968213834206249
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,4,5,LASSO,1,100,31,adam,0.7884163840339923,0.7968213834206249
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,4,20,LASSO,1,100,31,adam,0.7884163840339923,0.7968213834206249
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,4,2,LASSO,4,100,31,adam,0.7884163840339923,0.7968213834206249
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,4,5,LASSO,4,100,31,adam,0.7966244556388811,0.8042261152248509
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,4,20,LASSO,4,100,31,adam,0.8041301250299867,0.8094636084522304
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,4,2,LASSO,10,100,31,adam,0.8041301250299867,0.8094636084522304
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,4,5,LASSO,10,100,31,adam,0.8041301250299867,0.8094636084522304
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,4,20,LASSO,10,100,31,adam,0.8041301250299867,0.8094636084522304
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,10,2,LASSO,1,100,31,adam,0.8041301250299867,0.8094636084522304
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,10,5,LASSO,1,100,31,adam,0.8041301250299867,0.8094636084522304
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,10,20,LASSO,1,100,31,adam,0.8041301250299867,0.8094636084522304
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,10,2,LASSO,4,100,31,adam,0.8041301250299867,0.8094636084522304
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,10,5,LASSO,4,100,31,adam,0.8072608320479883,0.8161459273975077
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,10,20,LASSO,4,100,31,adam,0.8072608320479883,0.8161459273975077
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,10,2,LASSO,10,100,31,adam,0.8072608320479883,0.8161459273975077
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,10,5,LASSO,10,100,31,adam,0.8072608320479883,0.8161459273975077
NEURAL_NETWORK_LASSO_31_741,NEURAL_NETWORK,741,2018-09-05 16:57:32.324020,relu,250,31,10,20,LASSO,10,100,31,adam,0.8072608320479883,0.8161459273975077
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,4,2,LASSO,1,100,37,adam,0.7281703425739873,0.7334296550478598
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,4,5,LASSO,1,100,37,adam,0.7281703425739873,0.7334296550478598
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,4,20,LASSO,1,100,37,adam,0.7281703425739873,0.7334296550478598
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,4,2,LASSO,4,100,37,adam,0.8190009833654942,0.8271627234964782
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,4,5,LASSO,4,100,37,adam,0.8190009833654942,0.8271627234964782
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,4,20,LASSO,4,100,37,adam,0.8190009833654942,0.8271627234964782
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,4,2,LASSO,10,100,37,adam,0.8190009833654942,0.8271627234964782
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,4,5,LASSO,10,100,37,adam,0.8190009833654942,0.8271627234964782
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,4,20,LASSO,10,100,37,adam,0.8367817937369646,0.8439588224670399
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,10,2,LASSO,1,100,37,adam,0.8367817937369646,0.8439588224670399
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,10,5,LASSO,1,100,37,adam,0.8367817937369646,0.8439588224670399
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,10,20,LASSO,1,100,37,adam,0.8367817937369646,0.8439588224670399
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,10,2,LASSO,4,100,37,adam,0.8367817937369646,0.8439588224670399
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,10,5,LASSO,4,100,37,adam,0.8367817937369646,0.8439588224670399
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,10,20,LASSO,4,100,37,adam,0.8367817937369646,0.8439588224670399
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,10,2,LASSO,10,100,37,adam,0.8367817937369646,0.8439588224670399
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,10,5,LASSO,10,100,37,adam,0.8367817937369646,0.8439588224670399
NEURAL_NETWORK_LASSO_37_741,NEURAL_NETWORK,741,2018-09-05 18:11:20.363143,relu,250,37,10,20,LASSO,10,100,37,adam,0.8407152461441973,0.8445006321112516
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,4,2,LASSO,1,100,50,adam,0.8530373878671015,0.8605743182228643
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,4,5,LASSO,1,100,50,adam,0.8530373878671015,0.8605743182228643
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,4,20,LASSO,1,100,50,adam,0.8530373878671015,0.8605743182228643
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,4,2,LASSO,4,100,50,adam,0.8530373878671015,0.8605743182228643
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,4,5,LASSO,4,100,50,adam,0.8530373878671015,0.8605743182228643
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,4,20,LASSO,4,100,50,adam,0.8530373878671015,0.8605743182228643
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,4,2,LASSO,10,100,50,adam,0.8530373878671015,0.8605743182228643
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,4,5,LASSO,10,100,50,adam,0.8530373878671015,0.8605743182228643
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,4,20,LASSO,10,100,50,adam,0.8571313893539748,0.8553368249954849
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,10,2,LASSO,1,100,50,adam,0.8571313893539748,0.8553368249954849
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,10,5,LASSO,1,100,50,adam,0.8571313893539748,0.8553368249954849
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,10,20,LASSO,1,100,50,adam,0.8571313893539748,0.8553368249954849
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,10,2,LASSO,4,100,50,adam,0.8571313893539748,0.8553368249954849
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,10,5,LASSO,4,100,50,adam,0.8571313893539748,0.8553368249954849
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,10,20,LASSO,4,100,50,adam,0.8571313893539748,0.8553368249954849
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,10,2,LASSO,10,100,50,adam,0.8571313893539748,0.8553368249954849
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,10,5,LASSO,10,100,50,adam,0.8571313893539748,0.8553368249954849
NEURAL_NETWORK_LASSO_50_741,NEURAL_NETWORK,741,2018-09-05 19:49:36.980688,relu,250,50,10,20,LASSO,10,100,50,adam,0.8571313893539748,0.8553368249954849
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,4,2,RANDOM_FOREST,1,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,4,5,RANDOM_FOREST,1,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,4,20,RANDOM_FOREST,1,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,4,2,RANDOM_FOREST,4,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,4,5,RANDOM_FOREST,4,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,4,20,RANDOM_FOREST,4,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,4,2,RANDOM_FOREST,10,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,4,5,RANDOM_FOREST,10,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,4,20,RANDOM_FOREST,10,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,10,2,RANDOM_FOREST,1,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,10,5,RANDOM_FOREST,1,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,10,20,RANDOM_FOREST,1,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,10,2,RANDOM_FOREST,4,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,10,5,RANDOM_FOREST,4,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,10,20,RANDOM_FOREST,4,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,10,2,RANDOM_FOREST,10,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,10,5,RANDOM_FOREST,10,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_10_741,NEURAL_NETWORK,741,2018-09-05 22:57:27.336501,relu,250,10,10,20,RANDOM_FOREST,10,100,1,adam,0.5004314756473098,0.4973812533863103
NEURAL_NETWORK_RANDOM_FOREST_21_741,NEURAL_NETWORK,741,2018-09-06 00:07:09.998845,relu,250,21,4,2,RANDOM_FOREST,1,100,21,adam,0.5229685524517692,0.515080368430558
NEURAL_NETWORK_RANDOM_FOREST_21_741,NEURAL_NETWORK,741,2018-09-06 00:07:09.998845,relu,250,21,4,5,RANDOM_FOREST,1,100,21,adam,0.5229685524517692,0.515080368430558
NEURAL_NETWORK_RANDOM_FOREST_21_741,NEURAL_NETWORK,741,2018-09-06 00:07:09.998845,relu,250,21,4,20,RANDOM_FOREST,1,100,21,adam,0.5229685524517692,0.515080368430558
NEURAL_NETWORK_RANDOM_FOREST_21_741,NEURAL_NETWORK,741,2018-09-06 00:07:09.998845,relu,250,21,4,2,RANDOM_FOREST,4,100,21,adam,0.5232294447032694,0.5223044970200471
